epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1019.27,0.93762,0.96311,1.37411,0.62207,0.34541,0.35163,0.22584,0.96586,3.25459,1.72106,0.000525932,0.000525932,0.000525932
21,1064.75,0.82537,0.89006,1.29215,0.65303,0.40089,0.32207,0.21809,0.97756,3.14142,1.70491,0.000535132,0.000535132,0.000535132
22,1107.93,0.83528,0.73523,1.25061,0.64884,0.35922,0.33573,0.23692,0.97291,4.85895,1.72587,0.000542634,0.000542634,0.000542634
23,1152.42,0.80491,0.8431,1.26025,0.92888,0.29586,0.31633,0.23305,0.8744,2.69641,1.56851,0.000548439,0.000548439,0.000548439
24,1197.77,0.73753,0.66689,1.14591,0.60215,0.28765,0.3005,0.21767,0.89511,2.22489,1.56203,0.000552546,0.000552546,0.000552546
25,1242.04,0.86777,0.89274,1.28915,0.58315,0.36514,0.314,0.21787,1.00736,2.18838,1.68957,0.000554955,0.000554955,0.000554955
26,1285.79,0.80082,0.81293,1.26976,0.725,0.29413,0.30286,0.19469,1.19078,2.27224,1.88565,0.000555667,0.000555667,0.000555667
27,1330.79,0.8168,0.73817,1.24415,0.69321,0.24948,0.26454,0.16221,1.38107,2.24532,2.04039,0.000554681,0.000554681,0.000554681
28,1375.71,0.79973,0.86157,1.2246,0.65957,0.25666,0.25817,0.14586,1.37574,2.17826,2.09035,0.000551997,0.000551997,0.000551997
29,1422.54,0.73613,0.74135,1.1819,0.65957,0.25666,0.25817,0.14586,1.37574,2.17826,2.09035,0.000547616,0.000547616,0.000547616
30,1470.97,0.89065,0.94054,1.30745,0.68647,0.33238,0.33078,0.22204,1.01057,1.76954,1.75174,0.000541537,0.000541537,0.000541537
31,1523.43,0.7954,0.6649,1.2799,0.65947,0.34936,0.33003,0.23422,0.99775,1.57921,1.72897,0.00053376,0.00053376,0.00053376
32,1572.2,0.87965,0.73307,1.29616,0.61228,0.3136,0.31742,0.22695,1.03678,1.48513,1.71181,0.000524286,0.000524286,0.000524286
33,1617.76,0.88328,0.75206,1.22972,0.61228,0.3136,0.31742,0.22695,1.03678,1.48513,1.71181,0.000513114,0.000513114,0.000513114
34,1664.87,0.80625,0.76216,1.19394,0.62548,0.36119,0.32444,0.24756,0.88066,1.13954,1.46842,0.000495291,0.000495291,0.000495291
35,1716.98,0.70785,0.62317,1.14237,0.5945,0.35725,0.32506,0.23399,0.99375,1.44887,1.63589,0.000466997,0.000466997,0.000466997
36,1770.51,0.7655,0.64328,1.16162,0.62505,0.40089,0.33294,0.25228,0.85879,1.36315,1.49793,0.000438703,0.000438703,0.000438703
37,1815.31,0.71903,0.66106,1.17673,0.62505,0.40089,0.33294,0.25228,0.85879,1.36315,1.49793,0.000410409,0.000410409,0.000410409
38,1862.67,0.70191,0.59942,1.17307,0.65623,0.40286,0.33806,0.25271,0.93657,1.18239,1.55875,0.000382115,0.000382115,0.000382115
39,1914.69,0.75905,0.66076,1.17235,0.65999,0.43166,0.33521,0.25696,0.92741,1.16899,1.54764,0.00035382,0.00035382,0.00035382
40,1968.3,0.64366,0.53947,1.10127,0.65321,0.44255,0.34101,0.25915,0.88151,1.12737,1.51237,0.000325526,0.000325526,0.000325526
41,2024.99,0.56793,0.69987,1.07742,0.65321,0.44255,0.34101,0.25915,0.88151,1.12737,1.51237,0.000297232,0.000297232,0.000297232
42,2072.15,0.55791,0.63931,1.13508,0.63859,0.41696,0.34516,0.264,0.85811,1.025,1.4873,0.000268938,0.000268938,0.000268938
43,2120.08,0.49349,0.58457,1.0319,0.68007,0.35922,0.34167,0.26035,0.88364,0.97371,1.5126,0.000240644,0.000240644,0.000240644
44,2167.88,0.54288,0.57076,1.11211,0.67687,0.34936,0.33823,0.26807,0.8516,0.92799,1.47295,0.000212349,0.000212349,0.000212349
45,2213.63,0.42951,0.51873,1.02019,0.67687,0.34936,0.33823,0.26807,0.8516,0.92799,1.47295,0.000184055,0.000184055,0.000184055
46,2260.61,0.46047,0.53925,1.02288,0.80409,0.34288,0.35284,0.27507,0.80941,0.8828,1.42082,0.000155761,0.000155761,0.000155761
47,2309.04,0.48419,0.54098,1.09437,0.70591,0.34688,0.35183,0.27571,0.75174,0.87071,1.34732,0.000127467,0.000127467,0.000127467
48,2357.65,0.43318,0.48944,1.01214,0.70453,0.34419,0.35447,0.2841,0.71771,0.83385,1.32385,9.91726e-05,9.91726e-05,9.91726e-05
49,2404.27,0.39981,0.46235,1.01305,0.70453,0.34419,0.35447,0.2841,0.71771,0.83385,1.32385,7.08784e-05,7.08784e-05,7.08784e-05
50,2451.55,0.41264,0.45495,1.01718,0.73211,0.34278,0.36595,0.29915,0.70089,0.80959,1.29978,4.25842e-05,4.25842e-05,4.25842e-05
