epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,5394.28,1.29144,1.33738,1.52203,0.70876,0.36674,0.42001,0.24491,1.40448,1.77673,1.73833,0.000953,0.000953,0.000953
14,5808.15,1.26162,1.25795,1.48228,0.71013,0.4335,0.43223,0.25868,1.30595,1.54588,1.63712,0.00092825,0.00092825,0.00092825
15,6206.29,1.28814,1.29804,1.51655,0.69631,0.38276,0.40292,0.23001,1.39529,1.80648,1.69646,0.0009035,0.0009035,0.0009035
16,6619.83,1.22146,1.24019,1.48483,0.75491,0.4272,0.44737,0.2758,1.25056,1.48339,1.60093,0.00087875,0.00087875,0.00087875
17,6998.71,1.19764,1.17732,1.44653,0.75767,0.463,0.4886,0.2999,1.23636,1.35485,1.56229,0.000854,0.000854,0.000854
18,7413.9,1.19553,1.14574,1.43487,0.79826,0.47745,0.52218,0.33187,1.26198,1.32171,1.60795,0.00082925,0.00082925,0.00082925
19,7811.86,1.16784,1.14902,1.43059,0.78542,0.49336,0.51736,0.33253,1.198,1.22135,1.52183,0.0008045,0.0008045,0.0008045
20,8225.88,1.12716,1.09498,1.40058,0.78536,0.51392,0.55726,0.35522,1.22469,1.17173,1.54236,0.00077975,0.00077975,0.00077975
21,8604.6,1.11788,1.06588,1.38188,0.84465,0.50054,0.56033,0.35624,1.16292,1.10406,1.49487,0.000755,0.000755,0.000755
22,9019,1.11913,1.0976,1.40125,0.81824,0.49193,0.53514,0.34619,1.20379,1.20026,1.5131,0.00073025,0.00073025,0.00073025
23,9416.39,1.11793,1.05082,1.39961,0.78948,0.54333,0.61419,0.41143,1.12185,1.12,1.46902,0.0007055,0.0007055,0.0007055
24,9794.69,1.1006,0.99176,1.41684,0.72957,0.53915,0.5922,0.38553,1.15686,1.15639,1.48514,0.00068075,0.00068075,0.00068075
25,10208.4,1.09112,0.98869,1.37792,0.79871,0.57545,0.64918,0.42744,1.17942,1.08052,1.51224,0.000656,0.000656,0.000656
26,10622.7,1.09581,1.02355,1.39837,0.67942,0.56986,0.62241,0.42097,1.11489,1.0504,1.45565,0.00063125,0.00063125,0.00063125
27,11000.4,1.03779,0.96153,1.33615,0.5936,0.55467,0.58953,0.39216,1.11693,1.04066,1.44436,0.0006065,0.0006065,0.0006065
28,11420.8,1.0141,0.91371,1.31378,0.58728,0.52215,0.55579,0.36367,1.16413,1.07129,1.49776,0.00058175,0.00058175,0.00058175
29,11815.6,1.01702,0.87391,1.31255,0.67833,0.63588,0.65587,0.44336,1.1575,1.18701,1.47668,0.000557,0.000557,0.000557
30,12230,0.99636,0.86691,1.29435,0.77019,0.72112,0.74244,0.4904,1.0968,0.98878,1.42937,0.00053225,0.00053225,0.00053225
31,12628.7,0.97623,0.84844,1.30585,0.76062,0.7574,0.77788,0.52228,1.09924,0.93843,1.42649,0.0005075,0.0005075,0.0005075
32,13026.7,0.98147,0.88168,1.30301,0.86313,0.64909,0.77347,0.51556,1.06214,0.94146,1.39239,0.00048275,0.00048275,0.00048275
33,13419.9,0.94767,0.83441,1.27534,0.84432,0.66049,0.72038,0.49044,1.09744,0.92586,1.43458,0.000458,0.000458,0.000458
34,13833.9,0.97245,0.83993,1.29744,0.81225,0.66877,0.7426,0.49889,1.06647,0.92705,1.40144,0.00043325,0.00043325,0.00043325
35,14226.7,0.92797,0.76786,1.26087,0.84649,0.69215,0.78969,0.53599,1.05104,0.86932,1.38936,0.0004085,0.0004085,0.0004085
36,14642.8,0.90975,0.74087,1.227,0.86121,0.71622,0.77904,0.54816,1.07494,0.8865,1.40653,0.00038375,0.00038375,0.00038375
37,15059.7,0.91767,0.77867,1.23193,0.84632,0.71724,0.77718,0.54244,1.08385,0.87319,1.40746,0.000359,0.000359,0.000359
38,15437.5,0.89827,0.74038,1.2288,0.79179,0.78243,0.78934,0.54482,1.06202,0.84691,1.3902,0.00033425,0.00033425,0.00033425
39,15854.1,0.83214,0.68374,1.19189,0.86805,0.67996,0.80396,0.57606,1.0371,0.84016,1.37612,0.0003095,0.0003095,0.0003095
40,16252.8,0.86485,0.71161,1.20406,0.89083,0.7226,0.78769,0.57075,1.03931,0.84023,1.38699,0.00028475,0.00028475,0.00028475
41,16657.7,0.84999,0.68705,1.22741,0.84482,0.73919,0.76655,0.55299,1.04859,0.87138,1.38772,0.00026,0.00026,0.00026
42,17036.4,0.75017,0.58301,1.16983,0.87931,0.76243,0.82723,0.58907,1.02026,0.83145,1.37968,0.00023525,0.00023525,0.00023525
43,17431.9,0.74774,0.55764,1.16367,0.78635,0.712,0.75667,0.53536,1.02092,0.82571,1.37506,0.0002105,0.0002105,0.0002105
44,17818.2,0.72329,0.53186,1.13271,0.88463,0.73023,0.81543,0.56106,1.0171,0.80805,1.37506,0.00018575,0.00018575,0.00018575
45,18193.1,0.72988,0.56382,1.15952,0.85379,0.7634,0.81555,0.56118,1.01934,0.80671,1.38022,0.000161,0.000161,0.000161
46,18588.7,0.6928,0.50356,1.11115,0.82911,0.80536,0.83783,0.60195,1.02149,0.80891,1.39327,0.00013625,0.00013625,0.00013625
47,18976.5,0.67298,0.48726,1.09737,0.88703,0.75591,0.84183,0.60461,1.01273,0.80017,1.37926,0.0001115,0.0001115,0.0001115
48,19373.1,0.65418,0.47727,1.08614,0.8337,0.7795,0.83493,0.59665,1.00087,0.78377,1.37104,8.675e-05,8.675e-05,8.675e-05
49,19761,0.63744,0.45804,1.08877,0.90569,0.74039,0.83157,0.59062,1.00679,0.78492,1.37046,6.2e-05,6.2e-05,6.2e-05
50,20147.2,0.6487,0.46009,1.08352,0.89256,0.77933,0.84332,0.60797,1.00776,0.78633,1.37348,3.725e-05,3.725e-05,3.725e-05
